STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,AREA_CEN18_WRK_001,Area,HOURSWORKED_CEN18_WRK_001,Hours worked in employment per week,OCCUPATION_CEN18_WRK_001,Occupation,SEX_CEN18_WRK_001,Sex,YEAR_CEN18_WRK_001,Year,OBS_VALUE,Observation value,OBS_STATUS,Observation status
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,4,Community and Personal Service Workers,9,Total people - sex,2018,,233100.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,5,Clerical and Administrative Workers,1,Male,2018,,59271.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,5,Clerical and Administrative Workers,2,Female,2018,,206808.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,5,Clerical and Administrative Workers,9,Total people - sex,2018,,266082.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,6,Sales Workers,1,Male,2018,,89271.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,6,Sales Workers,2,Female,2018,,135108.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,6,Sales Workers,9,Total people - sex,2018,,224376.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,7,Machinery Operators and Drivers,1,Male,2018,,128037.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,7,Machinery Operators and Drivers,2,Female,2018,,19221.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,7,Machinery Operators and Drivers,9,Total people - sex,2018,,147258.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,7777,Total people stated,1,Male,2018,,1286430.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,7777,Total people stated,2,Female,2018,,1158711.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,7777,Total people stated,9,Total people - sex,2018,,2445141.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,8,Labourers,1,Male,2018,,174399.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,8,Labourers,2,Female,2018,,101688.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,8,Labourers,9,Total people - sex,2018,,276087.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,9,Residual Categories (Operational Codes only),1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,9,Residual Categories (Operational Codes only),2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,9,Residual Categories (Operational Codes only),9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,9999999,Total people - occupation,1,Male,2018,,1286430.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,9999999,Total people - occupation,2,Female,2018,,1158711.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,77777,Total people stated,9999999,Total people - occupation,9,Total people - sex,2018,,2445141.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,1,Managers,1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,1,Managers,2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,1,Managers,9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,2,Professionals,1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,2,Professionals,2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,2,Professionals,9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,3,Technicians and Trades Workers,1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,3,Technicians and Trades Workers,2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,3,Technicians and Trades Workers,9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,4,Community and Personal Service Workers,1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,4,Community and Personal Service Workers,2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,4,Community and Personal Service Workers,9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,5,Clerical and Administrative Workers,1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,5,Clerical and Administrative Workers,2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,5,Clerical and Administrative Workers,9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,6,Sales Workers,1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,6,Sales Workers,2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,6,Sales Workers,9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,7,Machinery Operators and Drivers,1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,7,Machinery Operators and Drivers,2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,7,Machinery Operators and Drivers,9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,7777,Total people stated,1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,7777,Total people stated,2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,7777,Total people stated,9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,8,Labourers,1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,8,Labourers,2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,8,Labourers,9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,9,Residual Categories (Operational Codes only),1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,9,Residual Categories (Operational Codes only),2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,9,Residual Categories (Operational Codes only),9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,9999999,Total people - occupation,1,Male,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,9999999,Total people - occupation,2,Female,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,9,Not elsewhere included,9999999,Total people - occupation,9,Total people - sex,2018,,0.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,1,Managers,1,Male,2018,,279072.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,1,Managers,2,Female,2018,,162015.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,1,Managers,9,Total people - sex,2018,,441087.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,2,Professionals,1,Male,2018,,246699.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,2,Professionals,2,Female,2018,,315570.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,2,Professionals,9,Total people - sex,2018,,562269.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,3,Technicians and Trades Workers,1,Male,2018,,238023.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,3,Technicians and Trades Workers,2,Female,2018,,56856.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,3,Technicians and Trades Workers,9,Total people - sex,2018,,294882.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,4,Community and Personal Service Workers,1,Male,2018,,71655.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,4,Community and Personal Service Workers,2,Female,2018,,161445.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,4,Community and Personal Service Workers,9,Total people - sex,2018,,233100.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,5,Clerical and Administrative Workers,1,Male,2018,,59271.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,5,Clerical and Administrative Workers,2,Female,2018,,206808.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,5,Clerical and Administrative Workers,9,Total people - sex,2018,,266082.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,6,Sales Workers,1,Male,2018,,89271.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,6,Sales Workers,2,Female,2018,,135108.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,6,Sales Workers,9,Total people - sex,2018,,224376.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,7,Machinery Operators and Drivers,1,Male,2018,,128037.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,7,Machinery Operators and Drivers,2,Female,2018,,19221.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,7,Machinery Operators and Drivers,9,Total people - sex,2018,,147258.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,7777,Total people stated,1,Male,2018,,1286430.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,7777,Total people stated,2,Female,2018,,1158711.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,7777,Total people stated,9,Total people - sex,2018,,2445141.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,8,Labourers,1,Male,2018,,174399.0,,,
DATAFLOW,STATSNZ:CEN18_WRK_001(1.0),"Hours worked in employment per week and occupation (major group) by sex, for the employed census usually resident population count aged 15 years and over, 2006, 2013, and 2018 Censuses (RC, TA, SA2, DHB)",I,DHB9999,Total - New Zealand by District Health Board,99999,Total people - hours in employment per week,8,Labourers,2,Female,2018,,101688.0,,,
